YORF,Half-life Time Course 1,Half-life Time Course 2,Half-life Time Course 3,Final Half-life
YAL026C,11.578468334683375,33.9516125337056,,22.76504043419449
YDR148C,,45.55939781966691,18.732603427364847,32.14600062351588
YIL125W,23.42513918030295,42.802345812498515,45.55939781966691,37.26229427082279
YLR240W,,38.59741972073215,15.232096460985074,26.914758090858612
YCL009C,14.783252297935002,40.79325325763985,36.75390164849078,30.776802401355212
YMR108W,23.51369590625613,34.68491325317791,26.864111070078305,28.354240076504116
YNR044W,,54.689581723044434,13.000786414173843,33.845184068609136
YGL032C,10.204052199950304,,27.21801071447865,18.711031457214474
YMR261C,22.635922048640623,179.05617967169331,63.941385532521394,88.54449575095178
YBR126C,18.322974528670336,-142.1323834571816,34.84462407382175,-29.654928284896503
YDR074W,33.378881475929134,-19.006918167308843,-102.68470058257802,-29.43757909131924
YML100W,,-591.4490891314073,30.03578611566576,-280.70665150787073
YPL074W,37.54092662376205,,15.720712127418198,26.63081937559012
YLR102C,12.955572314438497,,11.850174137049887,12.402873225744191
YNL172W,5.625471096895809,4.565038770498354,8.854300164156044,6.348270010516735
YDR118W,,116.43940604814628,12.362833374569197,64.40111971135774
YDL008W,69.9654863993267,,16.456966127863595,43.21122626359515
YLR127C,,10.622351571712246,5.527588333054538,8.074969952383391
YBL084C,24.51284438490017,26.745698631838938,11.3447757167695,20.867772911169535
YHR166C,10.970217694815,15.043245761657948,,13.006731728236474
YOR249C,20.671558839241847,9.676823382576044,12.363735150078139,14.237372457298676
YFR036W,27.749114660851813,7.747876635757382,10.79543121830294,15.43080750497071
YKL022C,25.23089039609579,-104.83403105831579,19.33630214972533,-20.08894617083156
YGL240W,74.12697793842382,15.009664912493385,23.24078111002752,37.459141320314906
YER090W,23.039668748541235,26.755393664990578,15.5456343068504,21.780232240127404
YKL211C,18.77710041969844,13.908338045735439,11.864893463306474,14.85011064291345
YPL111W,15.965510276234752,7.047076797152809,15.457949062128577,12.823512045172047
YOR303W,52.548888770138355,50.00685795920786,68.16380527436945,56.906517334571895
YJR109C,22.105376566582972,50.10943137013205,19.008612468592982,30.407806801769336
YPR018W,12.956134696400774,2.85172900220163,14.059135547183391,9.955666415261932
YML102W,,9.427596423908371,6.105931655295582,7.766764039601977
YBR195C,7.6004595049572705,7.770980433243079,8.843975300210534,8.071805079470295
YDR080W,34.213052250672725,48.72114565000134,26.800725704579367,36.57830786841781
YDL077C,15.211490677321862,39.02273740415467,18.074981146512417,24.10306974266298
YHR060W,15.69252350191949,10.945683405512446,11.833985714917093,12.824064207449675
YKL119C,7.723424257444926,8.764119902949632,25.514586281323144,14.000710147239234
YKL190W,,19.545711981752362,14.5574930743442,17.05160252804828
YML057W,12.879762075144741,23.511478097401557,8.99036743679675,15.127202536447683
YLR433C,12.226016255737067,9.064975086520407,15.585591038678556,12.292194126978677
YIL033C,32.25243567289721,16.540269404700435,14.826354632323424,21.206353236640357
YPL203W,,18.401597814154997,10.678083937839078,14.539840875997037
YKL166C,,13.157503445748755,18.685303022964995,15.921403234356875
YJL164C,,,15.10262910692262,15.10262910692262
YHR135C,8.565998393129863,7.625677791362798,7.777379338848519,7.98968517444706
YPL204W,13.687929615525874,6.088917015784101,8.305216965710741,9.360687865673572
YER123W,,23.742616620803588,14.045277489001968,18.893947054902778
YOR061W,15.555804538994249,,13.88048672552534,14.718145632259795
YIL035C,17.283618383020166,14.88494897732356,13.741281246787894,15.303282869043874
YOR039W,7.710475772003795,5.695337688566806,6.4567331808998025,6.620848880490134
YGL019W,22.17734915430476,38.26543432878184,16.72818483417384,25.72365610575348
YDR256C,,,,
YGR088W,169.44937043344234,,,169.44937043344234
YJR064W,15.320827128361005,10.972532910835803,7.375519102444179,11.222959713880329
YJL014W,7.6219341963020035,8.641982186456318,7.18254130701834,7.815485896592221
YDR188W,9.828770536760555,6.966549854959796,5.7825815280092865,7.525967306576547
YIL142W,14.994294764277107,8.163402368059925,4.025120682767719,9.060939271701585
YDR212W,17.033001194453245,21.514993609741403,22.162863112954767,20.236952639049804
YJL111W,,30.400736082136365,6.093262748066645,18.246999415101506
YJL008C,10.471005393278634,10.68014256077742,5.180738208775584,8.777295387610545
YDL143W,39.70626598979283,13.656073761851303,15.421175390312701,22.92783838065228
YBL039C,,7.901183731017863,8.182212285550879,8.04169800828437
YAL040C,9.10519673916686,28.91344690559629,16.567764950006328,18.195469531589826
YMR199W,28.34302194450117,,5.552059929894376,16.947540937197772
YGR109C,,,24.25686494368084,24.25686494368084
YGR108W,16.052739380515163,4.335135631076347,5.96903792700306,8.785637646198191
YPL256C,7.518915635191845,3.4037677182834125,2.674069473738549,4.532250942404602
YBR160W,,12.78172452171921,20.17813584416462,16.479930182941914
YPR119W,8.03156807377555,3.060519844490941,2.803258052560986,4.631781990275825
YLR210W,14.936412110379948,,4.747149250430305,9.841780680405126
YPR120C,8.100297434156582,1.918287368462346,4.010059412395703,4.676214738338211
YDL155W,30.699677713670432,8.08500087297849,4.37915243690645,14.387943674518459
YPL031C,23.99600073523174,11.60123321764863,14.046451467372853,16.54789514008441
YDL127W,8.68026625217483,3.227085416286861,12.161195801302393,8.022849156588029
YOL001W,24.17857091789664,-49.791186302268976,6.596349813709088,-6.338755190221083
YPL219W,,20.242432375343018,2.869180396865043,11.555806386104031
YNL289W,,,15.503123420096209,15.503123420096209
YGL134W,21.773215321133854,11.792577370815456,9.221842904949062,14.262545198966125
YDR443C,13.26647194976505,15.529830509649427,9.55381689738375,12.783373118932744
YCR081W,35.62171159009641,19.46429702943591,18.514649738687307,24.533552786073212
YNL025C,29.365257383447073,,19.26105584106321,24.313156612255142
YPL042C,17.481630202734173,,,17.481630202734173
YBR149W,19.631791514876934,21.12755328807877,21.769416642597747,20.84292048185115
YLR284C,18.86736811718772,,12.040004449369677,15.4536862832787
YDR166C,44.82763044289118,43.482359055849415,26.83741620607839,38.38246856827299
YER008C,49.81117515129902,,26.091914259158013,37.951544705228514
YGL233W,34.18460944875557,15.416960899171798,26.78923519652086,25.46360184814941
YLR166C,17.242946758488237,98.49277759816952,29.70438470830999,48.480036354989245
YPR055W,90.16230207535092,49.76496851997412,56.817036659876884,65.58143575173398
YIL068C,18.36109535840539,,20.972456928242593,19.666776143323993
YKL182W,28.470304817444774,48.700102907882936,29.917800198073973,35.69606930780056
YPL231W,24.86395137396227,24.08819749846528,23.577705449886267,24.176618107437935
YOR221C,28.725574222459137,25.771951396848234,14.251902712951553,22.91647611075297
YPL262W,38.741054670106635,115.58390156081535,64.54100987584864,72.95532203559021
YEL003W,17.034865506387497,9.113363922657562,24.657212125899406,16.93514718498149
YNL153C,6.3425477866583675,7.716107957680417,5.16151616173309,6.406723968690625
YLR200W,14.388362662249673,7.867238626003502,6.704777970643305,9.653459752965494
YML094W,10.78311126750962,9.545662313650688,5.584446144847978,8.637739908669428
YGR078C,11.902011052104372,5.54465255569725,4.273542983235606,7.240068863679075
YDL090C,18.77588544919112,7.503080285994287,4.169079753969131,10.149348496384846
YGL155W,13.530082061782117,7.556119613002398,6.23446537386522,9.106889016216579
